Campaign,Ad group,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Avg. CPC,CTR,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - DNA Testing B,mental health,Mar-23,20/03/2023,Mental Health dna test,genetic testing for psychiatric medications,USD,8,3,4.34,37.50%,13.01,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomic testing for antidepressants,dna test to determine best antidepressant,USD,1,1,6.82,100.00%,6.82,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,16/01/2023,pharmacogenetic tests,pharmacogenetic testing,USD,8,1,2.75,12.50%,2.75,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomics testing,pharmacy genetic testing,USD,2,1,4,50.00%,4,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,20/03/2023,adhd genetic testing,genetic testing adhd,USD,3,1,5.91,33.33%,5.91,0,0,0, , 
SS - DNA Testing A,antidepressants,May-23,15/05/2023,dna test for antidepressants,dna test for antidepressants,USD,81,9,5.85,11.11%,52.67,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetic testing for depression,test to see what antidepressant will work,USD,2,1,2.31,50.00%,2.31,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,13/02/2023,Mental Health dna test,dna psychiatric testing,USD,2,1,13.36,50.00%,13.36,0,0,0, , 
SS - DNA Testing B,mental health,Jan-23,23/01/2023,Mental Health dna test,genetic testing for ssri response,USD,1,1,3.29,100.00%,3.29,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetics test,pharmacological dna testing,USD,1,1,4.4,100.00%,4.4,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,23/01/2023,genetic testing for mental health medication,genetic testing for ssri response,USD,5,2,4.09,40.00%,8.18,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenetics,pharmacogenetic,USD,29,2,1.06,6.90%,2.13,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,20/03/2023,pharmacogenomics testing,gene test for medication,USD,11,1,2.6,9.09%,2.6,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,16/01/2023,genetic testing for depression meds,genetic testing for best antidepressant,USD,1,1,18.96,100.00%,18.96,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,30/01/2023,genetic testing for mental health meds,genetic testing for mental health,USD,6,1,7.79,16.67%,7.79,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,30/01/2023,pharmacogenetic tests,medication gene testing,USD,2,1,4.68,50.00%,4.68,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,27/03/2023,genetic test for medication,genotype testing for medication,USD,2,2,3.74,100.00%,7.48,0,0,0, , 
SS - Competitors,Genesight,Apr-23,10/04/2023,genesight testing,genesight testing at home,USD,5,1,4.03,20.00%,4.03,0,0,0, , 
SS - Competitors,Genesight,May-23,8/05/2023,genesight test,genesight pharmacogenomic testing,USD,7,3,2.62,42.86%,7.87,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,6/03/2023,dna test for antidepressants,dna test for antidepressants,USD,46,9,14.29,19.57%,128.59,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,27/02/2023,dna test for medication,dna testing for medication,USD,31,1,14.98,3.23%,14.98,0,0,0, , 
SS - Genetic Testing TROAS,depression,Mar-23,6/03/2023,genetic testing depression,gene swab test for depression,USD,3,2,3.89,66.67%,7.78,0,0,0, , 
SS - Genetic Testing - Sol8,Anxiety,Mar-23,6/03/2023,genetic testing for anxiety meds,genetic testing for anxiety,USD,2,1,7.09,50.00%,7.09,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,9/01/2023,genetic testing for medication efficacy,genetic testing for medication efficacy,USD,34,4,6.03,11.76%,24.12,0,0,0, , 
SS - Genetic Testing TROAS,adhd,May-23,1/05/2023,genetic testing for medication adhd,genetic testing for adhd,USD,16,1,4.11,6.25%,4.11,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,20/02/2023,antidepressant genetic test,antidepressant gene testing,USD,2,1,3.49,50.00%,3.49,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomic testing for antidepressants,dna test for ssri,USD,2,2,4.35,100.00%,8.69,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,26/12/2022,pgx genetic testing,pharmacogenetic testing,USD,5,1,6.33,20.00%,6.33,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,genetic test depression,USD,2,1,0.76,50.00%,0.76,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,6/02/2023,genetic testing for mental health medication,swab to determine medication,USD,2,1,1.95,50.00%,1.95,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,30/01/2023,dna testing for psychiatric drugs,psychiatric genetic testing,USD,9,1,13.69,11.11%,13.69,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,30/01/2023,dna test for medication,psychotropic dna testing,USD,1,1,5.4,100.00%,5.4,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Feb-23,13/02/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,31,2,7.63,6.45%,15.25,0,0,0, , 
SS - Competitors,Genesight,Mar-23,13/03/2023,genesight psychotropic test,genesight,USD,7,1,1.01,14.29%,1.01,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,6/03/2023,pharmacogenomic test,pharmacogenomics testing at home,USD,25,5,9.66,20.00%,48.29,0,0,0, , 
SS - DNA Testing A,antidepressants,Jan-23,23/01/2023,dna test antidepressants,genetic testing for ssri,USD,1,1,2.96,100.00%,2.96,0,0,0, , 
SS - DNA Testing A,antidepressants,Apr-23,17/04/2023,dna test antidepressants,test to see which antidepressant works best for you,USD,28,4,8.8,14.29%,35.18,0,0,0, , 
SS - Competitors,Genesight,Apr-23,17/04/2023,genesight test,genesight test,USD,185,25,3.02,13.51%,75.55,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,20/03/2023,dna medications,medication dna test,USD,12,1,3.09,8.33%,3.09,0,0,0, , 
SS - DNA Testing B,mental health,Feb-23,30/01/2023,Mental Health dna test,genetic testing for panic disorder,USD,1,1,5.61,100.00%,5.61,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Feb-23,13/02/2023,genetic testing for mental health medication,mental health swab test,USD,3,1,3.91,33.33%,3.91,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,20/03/2023,genetic test for medication,genetic testing to see what medications work,USD,14,1,1.39,7.14%,1.39,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,15/05/2023,pharmacogenetics test,genetic testing to see what medications work,USD,6,1,2.63,16.67%,2.63,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,1/05/2023,pharmacogenomics testing,genetic drug metabolism testing,USD,1,1,4.61,100.00%,4.61,0,0,0, , 
SS - DNA Testing A,antidepressants,Feb-23,20/02/2023,dna test for antidepressants,dna test for antidepressants,USD,37,2,9.27,5.41%,18.53,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,27/03/2023,genetic testing for mental health medication,genetic testing for mental health,USD,4,2,6.05,50.00%,12.1,0,0,0, , 
SS - Competitors,Genesight,Mar-23,6/03/2023,genesight.com,my gene sight,USD,2,1,3.68,50.00%,3.68,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetic tests,pharmacogenetic tests,USD,11,2,3.17,18.18%,6.34,374.25,1,59.03,6.34,374.25
SS - Genetic Testing TROAS,antidepressants,Mar-23,20/03/2023,genetic testing antidepressants,gene testing antidepressants,USD,6,2,3.02,33.33%,6.04,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,27/02/2023,pharmaco genetic testing,pharmocogenetic,USD,1,1,3.11,100.00%,3.11,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics testing,pharmacogenetic testing labcorp,USD,2,1,3.92,50.00%,3.92,0,0,0, , 
SS - DNA Testing B,Anxiety,Jan-23,2/01/2023,dna test for anxiety medication,cheek swab test for medication,USD,1,1,2.21,100.00%,2.21,0,0,0, , 
SS - DNA Testing A,antidepressants,Mar-23,27/03/2023,dna test antidepressants,is there a test to see which antidepressant works best,USD,1,1,3.07,100.00%,3.07,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,10/04/2023,pharmacogenetics,pharmacogenomic,USD,28,1,8.03,3.57%,8.03,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,13/02/2023,pharmacogenomics testing,pharmacogenomics testing,USD,58,7,5.52,12.07%,38.64,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,6/03/2023,pharmacogenomics testing,pharmacological dna testing,USD,1,1,2.75,100.00%,2.75,0,0,0, , 
SS - Competitors,Genesight,Jan-23,23/01/2023,genesight test,gensight test,USD,5,1,1.81,20.00%,1.81,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,6/02/2023,genetic testing for antidepressants,blood test to see what antidepressant will work,USD,5,2,1.31,40.00%,2.62,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Mar-23,27/02/2023,genetic testing for mental health medication,blood test for mental health medication,USD,5,1,1.64,20.00%,1.64,0,0,0, , 
SS - DNA Testing A,medication,Feb-23,20/02/2023,dna test for medication,genetic testing for psychiatric medications,USD,2,1,10.82,50.00%,10.82,0,0,0, , 
SS - Genetic Testing TROAS,bipolar,May-23,8/05/2023,genetic testing for bipolar medication,genetic testing for bipolar medication,USD,5,1,1.67,20.00%,1.67,0,0,0, , 
SS - DNA Testing B,mental health,Apr-23,10/04/2023,Mental Health dna test,dna testing for schizophrenia,USD,1,1,3.1,100.00%,3.1,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomic testing,pharmacogenetic testing adhd,USD,1,1,6.12,100.00%,6.12,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,10/04/2023,genetic testing for mental health medication,farmacogenético,USD,1,1,4.3,100.00%,4.3,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,27/03/2023,dna testing for medication efficacy,dna testing for medication efficacy,USD,1,1,6.84,100.00%,6.84,0,0,0, , 
SS - Genetic Testing TROAS,medication,Mar-23,6/03/2023,genetic medication testing,genetic medication testing,USD,46,4,7.2,8.70%,28.79,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,20/03/2023,pharmacogenomics testing,genetic pharmacology testing,USD,1,1,2.56,100.00%,2.56,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,27/03/2023,adhd genetic testing,genetic testing for adhd near me,USD,9,1,9.85,11.11%,9.85,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,16/01/2023,dna testing for psychiatric drugs,mental health dna test,USD,2,1,2.24,50.00%,2.24,0,0,0, , 
SS - DNA Testing A,Psych Meds,Apr-23,3/04/2023,dna testing for psychiatric drugs,medication gene testing,USD,4,2,5.56,50.00%,11.12,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Mar-23,27/02/2023,best genetic testing for psychiatric medications,genetic test medication,USD,1,1,3.64,100.00%,3.64,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics test,drug metabolism test,USD,5,2,3.25,40.00%,6.49,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,20/03/2023,genetic testing for antidepressants,testing for antidepressants,USD,1,1,7.8,100.00%,7.8,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,16/01/2023,genetic medication testing,medication sensitivity testing,USD,6,1,11.64,16.67%,11.64,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Jan-23,23/01/2023,antidepressant genetic test,antidepressant genetic test,USD,16,2,3.02,12.50%,6.04,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics testing,pharmacogenomics testing at home,USD,8,2,4.22,25.00%,8.44,0,0,0, , 
SS - Competitors,Genesight,Apr-23,3/04/2023,genesight test,gene sight,USD,150,21,2.68,14.00%,56.26,0,0,0, , 
SS - Competitors,Genesight,Feb-23,13/02/2023,genesight test,genosite test,USD,1,1,2.89,100.00%,2.89,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,10/04/2023,genetic testing for depression meds,gene test for antidepressants,USD,4,2,1.79,50.00%,3.58,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,20/03/2023,genetic testing for antidepressant response,blood test to see which antidepressant works best,USD,8,1,3.7,12.50%,3.7,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Mar-23,27/02/2023,adhd genetic testing,adhd gene testing,USD,2,1,12.49,50.00%,12.49,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,23/01/2023,dna test for medication,dna test for drug compatibility,USD,3,2,4.35,66.67%,8.69,0,0,0, , 
SS - Genetic Testing TROAS,depression,Jan-23,30/01/2023,genetic testing for depression meds,antidepressant testing,USD,1,1,4.23,100.00%,4.23,0,0,0, , 
SS - DNA Testing A,Psych Meds,Jan-23,30/01/2023,dna testing for psychiatric drugs,psychotropic genetic testing,USD,1,1,2.87,100.00%,2.87,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Feb-23,13/02/2023,genetic testing for antidepressants,blood test antidepressants,USD,2,1,2.01,50.00%,2.01,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,6/03/2023,Mental Health dna test,genealogy test for medication,USD,3,1,8.64,33.33%,8.64,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,27/03/2023,Mental Health dna test,genetic testing mental health,USD,3,1,4,33.33%,4,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Jan-23,9/01/2023,genetic testing for mental health medication,test to see what medications work for you,USD,4,3,4.27,75.00%,12.8,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Mar-23,20/03/2023,ssri genetic testing,genetic testing for ssri response,USD,10,1,4.76,10.00%,4.76,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,17/04/2023,genetic medication testing,cyp2c19 genetic testing,USD,4,1,2.82,25.00%,2.82,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,27/03/2023,pharmacogenomics testing,pharmacogenomics testing,USD,87,4,2.45,4.60%,9.8,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Mar-23,27/03/2023,pharmacogenomics testing,dna test for drug compatibility,USD,3,1,6.07,33.33%,6.07,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,May-23,22/05/2023,genetic testing for mental health medication,comt gene mutation test,USD,2,1,3.02,50.00%,3.02,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,17/04/2023,genetic testing for mental health medication,schizophrenia genetic testing,USD,6,1,3.63,16.67%,3.63,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,1/05/2023,best pharmacogenetic testing,best pharmacogenetic testing,USD,21,1,10.42,4.76%,10.42,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,3/04/2023,pharmacogenetics test,blood test to see what medications work,USD,2,1,1.24,50.00%,1.24,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,27/03/2023,Mental Health dna test,best genetic testing for psychiatric medications,USD,3,1,18.68,33.33%,18.68,0,0,0, , 
SS - DNA Testing B,mental health,Mar-23,13/03/2023,Mental Health dna test,genetic testing and mental health,USD,1,1,3.9,100.00%,3.9,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Jan-23,23/01/2023,pgx genetic testing,pgx testing,USD,76,4,1.93,5.26%,7.73,299.25,1,38.71,7.73,299.25
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing antidepressants,genetic testing for ssri,USD,1,1,2.62,100.00%,2.62,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,20/03/2023,pharmacogenetics testing,pharmacogenetics testing,USD,23,8,3.56,34.78%,28.51,0,0,0, , 
SS - DNA Testing A,medication,Jan-23,23/01/2023,dna test for medication,genetic testing medication,USD,11,2,4.12,18.18%,8.23,374.25,1,45.47,8.23,374.25
SS - Pharmacogenetic,Pharmacogenetic,Mar-23,6/03/2023,pharmacogenetic testing for depression,genetic testing depression,USD,1,1,0.99,100.00%,0.99,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Apr-23,10/04/2023,pgx test,pgx testing near me,USD,7,1,0.82,14.29%,0.82,0,0,0, , 
SS - DNA Testing B,depression,Mar-23,13/03/2023,dna test for depression,genetic testing for depression,USD,1,1,5.22,100.00%,5.22,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,13/02/2023,genetic test for medication,genetic testing for medication compatibility,USD,1,1,4.59,100.00%,4.59,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,15/05/2023,pharmacogenomics testing,genetic testing for medication,USD,17,2,4.59,11.76%,9.18,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Jan-23,16/01/2023,adhd genetic testing,adhd genetic test,USD,6,1,1.06,16.67%,1.06,0,0,0, , 
SS - DNA Testing A,Psych Meds,Feb-23,30/01/2023,dna testing for psychiatric drugs,best genetic testing for psychiatric medications,USD,5,3,12.62,60.00%,37.86,0,0,0, , 
SS - Genetic Testing TROAS,depression,May-23,8/05/2023,genetic testing depression,depression genetic testing,USD,6,1,3.57,16.67%,3.57,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,May-23,8/05/2023,pharmacogenomic testing psychiatry,genetic testing for psychiatric medications 2023,USD,3,1,7.56,33.33%,7.56,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,20/03/2023,dna medications,genetic testing for medication adhd,USD,2,1,4.79,50.00%,4.79,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,15/05/2023,pharmacogenetic testing for depression,depression dna test,USD,3,1,1.69,33.33%,1.69,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Apr-23,3/04/2023,genetic testing for psychotropic medications,genetic testing for psychotropic medications,USD,5,1,5.72,20.00%,5.72,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetic testing for depression,genetic testing antidepressant,USD,2,1,1.8,50.00%,1.8,0,0,0, , 
SS - Genetic Testing TROAS,antidepressants,Mar-23,27/02/2023,genetic testing for antidepressants,blood work for antidepressants,USD,1,1,7,100.00%,7,0,0,0, , 
SS - Genetic Testing TROAS,adhd,Jan-23,2/01/2023,genetic testing for adhd medication,genetic testing for adhd medications,USD,8,1,2.7,12.50%,2.7,0,0,0, , 
SS - Genetic Testing - Sol8,mental health,Apr-23,3/04/2023,genetic testing for mental health medication,antidepressant genetic test,USD,3,2,7.93,66.67%,15.86,0,0,0, , 
SS - Competitors,Genesight,Feb-23,6/02/2023,genesight testing,genesight genetic testing,USD,1,1,0.91,100.00%,0.91,0,0,0, , 
SS - Genetic Testing TROAS,ssris,Jan-23,9/01/2023,genetic testing for ssris,genetic testing and antidepressants,USD,1,1,3.64,100.00%,3.64,0,0,0, , 
SS - DNA Testing A,medication,Mar-23,13/03/2023,dna testing for medication efficacy,dna testing for medication efficacy,USD,8,1,9.85,12.50%,9.85,0,0,0, , 
SS - Genetic Testing TROAS,psychiatric,Apr-23,17/04/2023,best genetic testing for psychiatric medications,psychiatric genetic testing,USD,7,1,10.58,14.29%,10.58,0,0,0, , 
SS - Competitors,Genesight,May-23,8/05/2023,genesight psychotropic test,genesight testing for antidepressants,USD,3,1,4.07,33.33%,4.07,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenetic,May-23,22/05/2023,pgx test,pharmacogenomics testing at home,USD,1,1,26.61,100.00%,26.61,0,0,0, , 
SS - Genetic Testing TROAS,depression,Apr-23,17/04/2023,genetic testing depression,genetic testing depression,USD,8,1,5.25,12.50%,5.25,0,0,0, , 
SS - Genetic Testing TROAS,medication,Apr-23,3/04/2023,genetic medication testing,quest diagnostics genetic testing,USD,1,1,6.45,100.00%,6.45,0,0,0, , 
SS - Genetic Testing TROAS,medication,Jan-23,2/01/2023,genetic medication testing,medical genetic testing companies,USD,1,1,2.77,100.00%,2.77,0,0,0, , 
SS - Genetic Testing TROAS,medication,Feb-23,20/02/2023,genetic medication testing,gene sense test,USD,3,1,3.33,33.33%,3.33,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,24/04/2023,pharmacogenetics,pharmacogenomic,USD,35,1,3.09,2.86%,3.09,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Apr-23,3/04/2023,pharmacogenetics,pharmacogenomics,USD,205,11,2.27,5.37%,24.95,374.25,1,15,24.95,374.25
SS - Genetic Testing TROAS,adhd,Feb-23,6/02/2023,genetic testing for adhd medication,genetic testing for adhd,USD,3,1,2.95,33.33%,2.95,0,0,0, , 
SS - Pharmacogenetic,Pharmacogenomic,Feb-23,13/02/2023,pharmacogenomics testing,genetic testing for medication efficacy,USD,10,3,4.23,30.00%,12.69,0,0,0, , 
