Campaign,Month,Week,Search keyword,Search term,Currency code,Impr.,Clicks,Cost,Conv. value,Conversions,Conv. value / cost,Cost / conv.,Value / conv.
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,medicine dna test,USD,4,1,4.43,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,ADHD dna test psychiatry,can genetic testing show adhd,USD,2,1,4.28,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,pgx test,pgx test,USD,14,4,14.14,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenomic testing,genomic testing for medications,USD,1,1,4.14,0,0,0, --, --
SS - DNA Testing A,Mar-23,13/03/2023,dna test for antidepressants,dna test to find best antidepressant,USD,1,1,7.6,0,0,0, --, --
SS - Competitors,Mar-23,27/03/2023,genesight testing,genesight testing for adhd,USD,5,1,9.64,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,mouth swab for medication,USD,1,1,2.33,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics test,pharmacological dna testing,USD,1,1,5.59,0,0,0, --, --
SS - Competitors,Apr-23,10/04/2023,genesight psychotropic test,genesight psychotropic test,USD,52,11,32.29,673.5,2,20.86,16.15,336.75
SS - Competitors,Jan-23,2/01/2023,genesight test,genesight pharmacogenomic testing,USD,2,1,5.78,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic test for medication,medication blood test,USD,3,2,9.66,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenetics testing,pharmacogenetic testing,USD,189,15,73.79,0,0,0, --, --
SS - DNA Testing B,Feb-23,13/02/2023,Mental Health dna test,can you test for schizophrenia gene,USD,2,1,1.6,0,0,0, --, --
SS - Competitors,Mar-23,27/02/2023,genesight test,gene sight test,USD,20,3,4.37,0,0,0, --, --
SS - Competitors,Mar-23,6/03/2023,genesight test,geneinsight,USD,3,1,3.73,0,0,0, --, --
SS - DNA Testing B,May-23,8/05/2023,dna test for anxiety medication,blood test for mental health medication,USD,3,1,3.01,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics test,pharmacogenetic testing,USD,259,15,66.76,249.5,1,3.74,66.76,249.5
SS - Brand,May-23,1/05/2023,clarity x dna,clarity x dna,USD,21,9,12.63,374.25,1,29.63,12.63,374.25
SS - DNA Testing B,Mar-23,27/03/2023,depression dna test swab,gene testing depression,USD,1,1,5.39,0,0,0, --, --
SS - DNA Testing A,Apr-23,27/03/2023,dna medications,dna based supplements,USD,2,2,19.82,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenomic testing,pharmacogenomic testing,USD,90,6,41.98,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,best genetic testing for psychiatric medications,best genetic testing for psychiatric medications,USD,49,4,36.63,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,16/01/2023,genetic testing for depression medicine,genetic testing for depression medicine,USD,22,2,6.41,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenomic test,genetic testing for medications,USD,9,2,8.1,0,0,0, --, --
SS - Competitors,Feb-23,30/01/2023,genesight test,gene sight,USD,80,13,31,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic testing for bipolar medication,genetic testing for bipolar,USD,15,1,4.36,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,gene testing for medication,gene testing for medication,USD,141,6,24.91,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics testing,pharmacogenetic test,USD,1,1,10.42,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,6/03/2023,pharmacogenomics testing,genetic medication testing,USD,3,1,7.65,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,23/01/2023,genetic testing for mental health medication,schizophrenia genetic testing,USD,2,1,1.5,0,0,0, --, --
SS - DNA Testing B,Apr-23,24/04/2023,dna test for anxiety medication,blood test to determine anxiety medication,USD,5,2,5.02,0,0,0, --, --
SS - DNA Testing A,Apr-23,27/03/2023,dna test antidepressants,dna testing for ssris,USD,1,1,3.65,0,0,0, --, --
SS - DNA Testing A,May-23,15/05/2023,dna test antidepressants,saliva test to determine antidepressant,USD,1,1,6.25,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,drug gene testing near me,USD,3,1,4.62,0,0,0, --, --
SS - Genetic Testing - Sol8,May-23,15/05/2023,genetic testing for schizophrenia medication,genetic testing for schizophrenia medication,USD,2,2,5.5,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,30/01/2023,genetic testing for bipolar medication,bipolar disorder genetic testing,USD,3,1,10.75,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pgx genetic testing,pharmacogenetic testing labcorp,USD,3,1,1.93,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test for medication,dna test for drugs,USD,1,1,16.92,0,0,0, --, --
SS - Brand,May-23,15/05/2023,clarity x dna,clairty x,USD,1,1,1.58,0,0,0, --, --
SS - DNA Testing A,Mar-23,13/03/2023,dna test for medication,gene testing for mental health medications,USD,1,1,7.9,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,genetic testing depression,genetic testing depression,USD,10,1,4.32,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,9/01/2023,genetic testing for mental health meds,genetic testing for medications,USD,10,2,9.98,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic medication testing,cheek swab medication test,USD,1,1,4.46,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,dna test for psych meds,genetic testing for mental health medications,USD,1,1,7.75,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for mental health meds,genetic test mental health,USD,1,1,4.79,0,0,0, --, --
SS - Competitors,Feb-23,20/02/2023,genesight testing,gene sight,USD,11,1,2.51,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,Mental Health dna test,dna testing for anxiety medication,USD,2,1,19.29,0,0,0, --, --
SS - DNA Testing B,Feb-23,20/02/2023,Mental Health dna test,genetic testing for mental health disorders,USD,4,1,2.86,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenetics,pharmacogenetic testing reviews,USD,8,1,5.81,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,23/01/2023,pharmaco genetic testing,dna test for medication,USD,9,1,6.28,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmaco genetic testing,pharmacogenetic testing for depression,USD,6,2,7.88,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,16/01/2023,pharmacogenetics testing,pharmacogenetics testing,USD,48,6,21.65,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test antidepressants,blood test to see what antidepressant will work,USD,1,1,7.26,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna test antidepressants,dna test antidepressant,USD,1,2,10.74,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna testing for psychiatric drugs,mental health genetic testing,USD,15,1,4.02,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,2/01/2023,ssri genetic testing,ssri genetic testing,USD,19,4,12.06,299.25,1,24.81,12.06,299.25
SS - Pharmacogenetic,Mar-23,27/03/2023,best pharmacogenetic testing,best pharmacogenetic testing,USD,16,2,10.44,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,27/02/2023,genetic testing depression,genetic testing depression,USD,5,2,6.47,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,9/01/2023,pharmacogenetic testing at home,pharmacogenomics testing at home,USD,19,3,14.66,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,blood test for antidepressant,blood test to see what antidepressant will work,USD,1,1,2.4,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,20/03/2023,pharmacogenomics testing,pharmacogenomic tests,USD,27,1,1.07,0,0,0, --, --
SS - Genetic Testing TROAS,Mar-23,13/03/2023,genetic testing for antidepressants,testing for antidepressants,USD,3,1,5.9,0,0,0, --, --
SS - Competitors,Feb-23,13/02/2023,genesight test,genesite test,USD,16,2,4.36,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna testing for psychiatric drugs,genetic testing for mental illness,USD,15,1,5.53,0,0,0, --, --
SS - DNA Testing B,Jan-23,23/01/2023,dna test for anxiety medication,blood test to determine anxiety medication,USD,4,1,1.12,0,0,0, --, --
SS - DNA Testing A,Jan-23,16/01/2023,dna test antidepressants,dna test for ssri,USD,1,2,14.4,299.25,1,20.78,14.4,299.25
SS - DNA Testing A,Jan-23,9/01/2023,dna test for medication,genetic testing for drug sensitivity,USD,2,1,5.36,0,0,0, --, --
SS - DNA Testing A,Jan-23,2/01/2023,dna test for medication,dna test for drug compatibility,USD,2,1,3.17,0,0,0, --, --
SS - DNA Testing A,Feb-23,6/02/2023,dna test for medication,cheek swab to determine medication,USD,7,1,2.91,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic test for medication,gene testing for medications,USD,6,1,5.65,0,0,0, --, --
SS - Genetic Testing - Sol8,Feb-23,6/02/2023,genetic testing for mental health medication,genetic testing psychiatry,USD,1,1,4.95,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/03/2023,Mental Health dna test,genetic testing for mental health disorders,USD,4,1,4.74,0,0,0, --, --
SS - DNA Testing B,Apr-23,27/03/2023,Mental Health dna test,mental health dna,USD,3,1,4.22,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,genetic test for antidepressants,genetic test for antidepressants,USD,54,6,21.39,0,0,0, --, --
SS - DNA Testing A,Feb-23,13/02/2023,dna test antidepressants,blood tests for antidepressants,USD,1,1,6.95,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna testing for psychiatric drugs,genetic testing mental health,USD,10,1,7.06,0,0,0, --, --
SS - Competitors,Jan-23,16/01/2023,genesight testing,genesight testing for bipolar,USD,2,1,6.71,299.25,1,44.6,6.71,299.25
SS - DNA Testing B,Mar-23,27/03/2023,Mental Health dna test,genetic testing for mental disorders,USD,1,1,3.97,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pharmacogenetics test,pharmocogenetic testing,USD,3,2,8.63,0,0,0, --, --
SS - DNA Testing A,Jan-23,9/01/2023,blood test for antidepressant,blood test for ssri,USD,3,1,2.85,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,30/01/2023,pharmacogenomic testing,genetic medication testing,USD,3,1,4.36,0,0,0, --, --
SS - DNA Testing B,Feb-23,30/01/2023,dna swab test for ADHD medication,dna test for adhd,USD,2,1,1.33,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics testing,pharmacogenetic testing,USD,185,12,36.29,0,0,0, --, --
SS - DNA Testing B,Mar-23,6/03/2023,dna test for anxiety medication,mouth swab for medication,USD,3,1,3.29,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,genetic testing depression,genetic test for depression,USD,5,3,11.77,374.25,1,31.8,11.77,374.25
SS - Genetic Testing TROAS,May-23,8/05/2023,genetic testing for antidepressant response,gene site test,USD,1,1,1.14,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,16/01/2023,best pharmacogenetic testing,best pharmacogenetic testing,USD,19,1,3.14,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,27/03/2023,pgx genetic testing,pharmacogenetic testing,USD,1,1,5.66,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenomic testing near me,genetic testing for medication near me,USD,2,1,17.12,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,6/02/2023,pharmacogenetics testing,pharmacogenetic testing,USD,93,9,42.17,374.25,1,8.87,42.17,374.25
SS - Competitors,Apr-23,27/03/2023,genesight test,gene sight,USD,31,5,13.55,0,0,0, --, --
SS - DNA Testing A,Apr-23,10/04/2023,dna testing for psychiatric drugs,dna medicine test,USD,1,1,2.57,0,0,0, --, --
SS - DNA Testing B,Jan-23,23/01/2023,dna test for anxiety medication,test to see which antidepressant works best for you,USD,4,1,2.25,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic testing antidepressants,blood test antidepressant,USD,1,1,4.26,0,0,0, --, --
SS - DNA Testing A,Feb-23,30/01/2023,dna test for medication,cheek swab dna test for medication,USD,1,1,4.75,0,0,0, --, --
SS - Competitors,Apr-23,27/03/2023,genesight testing,gene sight testing,USD,8,2,3.45,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,6/03/2023,best pharmacogenetic testing,pharmacogenetic testing,USD,2,1,2.75,0,0,0, --, --
SS - DNA Testing A,Feb-23,13/02/2023,dna medical testing for medications,genetic testing for psychiatric drugs,USD,1,1,2.6,0,0,0, --, --
SS - Pharmacogenetic,May-23,15/05/2023,pharmacogenomics testing,dna prescription testing,USD,1,1,7.9,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,20/02/2023,adhd genetic testing,genetic testing for adhd medications,USD,1,1,5.91,0,0,0, --, --
SS - Competitors,Feb-23,27/02/2023,genesight test,gene sight,USD,52,9,29.96,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenomic test,pharmacogenomics test,USD,2,2,14.62,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,6/02/2023,genetic test for medication,genetic drug testing,USD,8,1,5.72,0,0,0, --, --
SS - Competitors,Feb-23,20/02/2023,genesight testing,genesight testing for adhd,USD,11,1,3.3,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,dna test for depression,dna test for depression,USD,20,1,6.12,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,24/04/2023,ssri genetic testing,gene test for antidepressants,USD,2,1,4.49,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,3/04/2023,genetic test for medication,genetic testing for medication sensitivity,USD,1,1,14.81,0,0,0, --, --
SS - DNA Testing B,Mar-23,20/03/2023,Mental Health dna test,bipolar disorder genetic test,USD,4,1,1.97,0,0,0, --, --
SS - DNA Testing A,Apr-23,27/03/2023,blood test for antidepressant,blood work for antidepressants,USD,1,1,6.22,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenomics testing,pharmacological dna testing,USD,2,1,2.2,0,0,0, --, --
SS - DNA Testing A,May-23,15/05/2023,dna test antidepressants,dna test for ssri,USD,2,1,6.48,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,27/03/2023,pharmacogenetics test,pharmacogenetics test,USD,7,1,2.12,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,30/01/2023,pharmacogenomic test,combinatorial pharmacogenomic test,USD,6,1,2.2,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna test for medication,does medication affect dna test,USD,1,1,1.44,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,22/05/2023,genetic testing for bipolar medication,bipolar gene test,USD,3,1,1.11,0,0,0, --, --
SS - Competitors,May-23,8/05/2023,genesight test,gensight test,USD,1,1,0.78,0,0,0, --, --
SS - DNA Testing A,Jan-23,30/01/2023,dna testing for psychiatric drugs,genetic testing for mental health,USD,2,1,5.73,0,0,0, --, --
SS - Pharmacogenetic,Mar-23,13/03/2023,pharmacogenomic testing for antidepressants,pharmacogenomic testing for antidepressants,USD,19,4,17.67,0,0,0, --, --
SS - DNA Testing B,Jan-23,9/01/2023,Mental Health dna test,genetic testing for mental health medications,USD,4,1,4.4,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenetics test,pharmacogenomic tests,USD,2,1,2.75,0,0,0, --, --
SS - Genetic Testing TROAS,May-23,15/05/2023,genetic testing depression,genetic test for depression,USD,4,1,5.35,0,0,0, --, --
SS - Pharmacogenetic,May-23,8/05/2023,pharmacogenomic testing,pharmacogenomic testing,USD,104,11,44.93,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,20/02/2023,pharmacogenetic testing psychiatry,pharmacogenetic testing psychiatry,USD,15,2,7.04,0,0,0, --, --
SS - DNA Testing A,Feb-23,20/02/2023,dna testing for medication efficacy,dna test for medication efficacy,USD,6,2,42.12,0,0,0, --, --
SS - DNA Testing A,Mar-23,6/03/2023,dna testing for medication efficacy,dna testing for medication efficacy,USD,9,2,21.74,0,0,0, --, --
SS - DNA Testing B,May-23,1/05/2023,dna test for anxiety medication,new anxiety medications in development,USD,2,1,0.68,0,0,0, --, --
SS - Genetic Testing - Sol8,Jan-23,9/01/2023,genetic testing for mental health medication,genetic testing for mental illness,USD,17,1,1.22,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic medication testing,gene sighting,USD,5,1,0.88,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,16/01/2023,pharmacogenomic test,dna testing for pharmaceuticals,USD,2,1,4.12,0,0,0, --, --
SS - Pharmacogenetic,May-23,22/05/2023,pharmacogenomic test,pharmacogenomic tests,USD,1,1,6.5,0,0,0, --, --
SS - DNA Testing B,Mar-23,27/02/2023,dna test for anxiety medication,genetic testing anxiety,USD,1,1,1.41,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,13/02/2023,antidepressant genetic test,saliva test to determine best antidepressant,USD,2,1,0.86,299.25,1,347.97,0.86,299.25
SS - DNA Testing A,Jan-23,9/01/2023,dna testing for psychiatric drugs,dna test to determine antidepressant,USD,1,1,5.69,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,3/04/2023,best pharmacogenetic testing,best pharmacogenetic testing,USD,10,1,3.14,0,0,0, --, --
SS - Genetic Testing TROAS,Apr-23,10/04/2023,best genetic testing for psychiatric medications,psychotropic genetic testing,USD,2,1,4.27,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,10/04/2023,pharmacogenetics,diatech pharmacogenetics,USD,1,1,2.05,0,0,0, --, --
SS - Genetic Testing TROAS,Feb-23,27/02/2023,antidepressant genetic test,antidepressant genetic test,USD,9,1,3.32,0,0,0, --, --
SS - Genetic Testing TROAS,Jan-23,9/01/2023,antidepressant genetic test,test to see what antidepressant will work,USD,4,1,4.47,0,0,0, --, --
SS - Pharmacogenetic,Apr-23,17/04/2023,pharmacogenomics testing,genetic test for medication,USD,1,1,4.28,0,0,0, --, --
SS - Brand,Jan-23,30/01/2023,ClarityX,clarityx com,USD,2,1,0.13,0,0,0, --, --
SS - Pharmacogenetic,May-23,1/05/2023,pharmacogenomics testing,genetic testing for metabolism of medications,USD,1,1,5.02,204.85,0.5,40.81,10.04,409.7
SS - Genetic Testing TROAS,Mar-23,20/03/2023,genetic testing for adhd medication,gene testing for adhd,USD,3,1,3.69,0,0,0, --, --
SS - DNA Testing A,Jan-23,23/01/2023,dna test for medication,psychotropic medication genetic testing,USD,5,1,8.8,0,0,0, --, --
SS - DNA Testing A,Apr-23,24/04/2023,dna test for medication,pharmacogenomic testing near me,USD,1,1,3.26,0,0,0, --, --
SS - Pharmacogenetic,Jan-23,2/01/2023,pharmacogenetic tests,test to see what medications work for you,USD,1,1,2.95,0,0,0, --, --
SS - Brand,Jan-23,30/01/2023,clarityx dna reviews,clarity x dna reviews,USD,2,1,3.46,299.25,1,86.49,3.46,299.25
SS - Genetic Testing TROAS,Apr-23,17/04/2023,genetic test for medication,gene test for medication,USD,14,1,5.42,0,0,0, --, --
SS - Genetic Testing - Sol8,Mar-23,20/03/2023,genetic testing for mental health medication,genetic testing depression,USD,2,1,3.99,0,0,0, --, --
SS - DNA Testing B,Apr-23,17/04/2023,ADHD dna test cheek swab,genetic blood test for adhd,USD,1,1,2.67,0,0,0, --, --
SS - Pharmacogenetic,Feb-23,13/02/2023,pharmacogenetics testing,best pharmacogenetic testing companies,USD,6,1,13.13,0,0,0, --, --
